Date,Open,High,Low,Close,Volume,MACD,Signal Line,RSI,ATR,OBV,CMF,Buy,Predicted buy
2020-01-02,67.420502,68.433998,67.324501,68.433998,27278000,0.623012694104915,0.7154747717100995,60.58210702352725,0.7099988571428558,244268000,0.0328964411546448,False,False
2020-01-03,67.400002,68.6875,67.365997,68.075996,23408000,0.6240809980013466,0.697196016968349,55.50480606740667,0.7458924999999995,220860000,0.0031791147275284,True,True
2020-01-06,67.581497,69.916,67.550003,69.890503,46768000,0.7625529512193481,0.7102674038185488,66.64486130943234,0.8802853571428558,267628000,0.0489288564069897,False,True
2020-01-07,70.023003,70.175003,69.578003,69.755501,34330000,0.8515829208206753,0.7385305072189742,62.125533210769206,0.8634282142857137,233298000,-0.003951043556762,True,True
2020-01-08,69.740997,70.592499,69.6315,70.251999,35314000,0.9512377753992638,0.7810719608550322,67.1734483352815,0.883642357142857,268612000,0.0346867485023245,True,True
2020-01-09,71.096497,71.433998,70.510498,70.989502,33200000,1.077306772286775,0.8403189231413808,71.51095542345908,0.936035571428572,301812000,0.0275275732797937,True,False
2020-01-10,71.473503,71.747002,70.980003,71.447998,26258000,1.2003769576284071,0.9123305300387862,72.32480594467998,0.9594638571428576,328070000,0.0475043373808705,True,False
2020-01-13,71.762497,72.073997,71.268501,72.001503,30730000,1.3272742030370637,0.9953192646384418,76.38913452551087,0.9696065714285728,358800000,0.0782833366104266,False,False
2020-01-14,72.0,72.1315,71.388496,71.529503,26076000,1.3739170682086694,1.0710388253524874,72.57222970552115,0.9732142142857156,332724000,0.0462974875040764,True,False
2020-01-15,71.651001,72.039001,71.583,71.959999,21550000,1.4291450102296182,1.1426600623279135,76.39390506865257,0.981607071428572,354274000,0.0437641621761035,True,True
2020-01-16,72.272499,72.535004,72.0,72.508003,26080000,1.4998436313545227,1.2140967761332355,75.42476020908992,0.9556426428571436,380354000,0.1100690407451726,True,True
2020-01-17,73.126999,74.027496,72.827499,73.975998,52424000,1.6552470680608875,1.302326834518766,82.18882500609351,1.0139993571428576,432778000,0.2139999408565182,True,True
