Date,Open,High,Low,Close,Adj Close,Volume,MACD,Signal Line,Histogram,Upper Band,Lower Band,Buy,Predicted buy
2019-10-28,128.619995,130.0,128.509995,129.179993,117.859009,7876300,-0.4779203352790375,-0.0903773735704922,-0.3875429617085452,135.73488799002683,125.88511160997314,False,
2019-10-29,129.699997,129.970001,128.559998,129.119995,117.80426,4506300,-0.4968088436003199,-0.1716636675764578,-0.3251451760238621,135.73704128849803,125.79595731150197,True,
2019-10-30,133.300003,133.529999,131.729996,132.839996,121.198235,9627600,-0.2091936766884998,-0.1791696693988662,-0.0300240072896336,135.836786478344,125.78021172165602,False,
2019-10-31,132.380005,132.839996,130.889999,132.039993,120.468369,7686700,-0.0452880880631596,-0.1523933531317249,0.1071052650685653,135.9071540405645,125.79484325943552,False,
2019-11-01,132.050003,133.0,131.139999,131.199997,119.701981,5541800,0.0166358470486045,-0.118587513095659,0.1352233601442636,135.61322989832965,125.8427667016704,False,
2019-11-04,131.800003,131.949997,130.089996,130.229996,118.816971,6140300,-0.0124168288273551,-0.0973533762419982,0.0849365474146431,135.3335650208761,125.82943077912388,True,
2019-11-05,130.529999,131.470001,129.679993,130.419998,118.990318,6257300,-0.0198805397976968,-0.0818588089531379,0.0619782691554411,135.22568330439526,125.79531269560476,True,
2019-11-06,130.419998,131.479996,129.699997,130.960007,119.483002,5450000,0.0175760232859545,-0.0619718425053194,0.079547865791274,135.27649760710108,125.91849899289896,True,
2019-11-07,131.729996,132.380005,131.009995,131.429993,119.911812,5873700,0.0842137975163268,-0.0327347145009902,0.116948512017317,135.3508820351108,126.0811140648892,True,
2019-11-08,131.300003,133.039993,130.970001,133.0,121.344215,5003000,0.2607059021410407,0.0259534088274159,0.2347524933136247,135.53992719503924,126.05906870496074,False,
2019-11-11,132.270004,132.520004,131.330002,131.979996,120.41362,4371400,0.3146443442015538,0.0836915959022435,0.2309527482993103,135.63188045362656,126.09311494637345,False,
2019-11-12,132.0,132.089996,131.020004,131.350006,119.838844,5228700,0.3030625042865438,0.1275657775791036,0.1754967267074402,135.47312511725784,126.10287128274216,False,
2019-11-13,131.039993,131.490005,130.720001,131.270004,119.765846,5885400,0.2841527835065562,0.1588831787645941,0.1252696047419621,134.81161332081496,126.37438367918502,False,
2019-11-14,131.029999,131.360001,130.139999,130.960007,119.483002,4217500,0.2413701614310071,0.1753805752978767,0.0659895861331303,133.6478205994099,127.0171773005901,True,
2019-11-15,131.25,134.970001,130.779999,134.940002,123.11422,10495100,0.5225928346033584,0.244823027158973,0.2777698074443853,134.361911395468,127.027087004532,False,
2019-11-18,134.220001,135.690002,132.660004,134.830002,123.01387,9291800,0.7281935861246893,0.3414971389521163,0.3866964471725729,134.91525243411846,127.15474576588151,False,
2019-11-19,135.0,135.190002,134.210007,134.820007,123.004715,5192200,0.8801809716627815,0.4492339054942494,0.430947066168532,135.44287084195622,127.1891283580438,True,
2019-11-20,135.110001,136.339996,134.070007,135.940002,124.026566,7594400,1.078573185726384,0.5751017615406764,0.5034714241857077,136.17061188608946,127.06538811391054,True,
2019-11-21,135.940002,136.850006,135.0,136.440002,124.482758,6424900,1.261603288645432,0.7124020669616276,0.5492012216838045,136.67042947435863,127.45957072564136,True,
2019-11-22,136.649994,138.630005,136.5,138.070007,125.969917,9235800,1.5206545853638147,0.874052570642065,0.6466020147217497,137.54114642808983,127.56085387191015,False,
2019-11-25,137.059998,137.649994,136.240005,137.179993,126.025032,6111900,1.6352873382301991,1.026299524159692,0.6089878140705074,138.0838929429679,127.8181073570321,False,
2019-11-26,136.470001,137.339996,135.149994,137.169998,126.015831,10636500,1.7056662490146266,1.162172869130679,0.5434933798839476,138.48399755708326,128.22300304291676,True,
2019-11-27,137.160004,138.25,136.899994,137.75,126.548645,5523000,1.7876365950820343,1.2872656143209502,0.5003709807610841,139.08370892636117,128.1142920736388,False,
2019-11-29,137.600006,138.270004,136.940002,137.490005,126.309837,3278900,1.8107461072991384,1.3919617129165878,0.4187843943825506,139.56755524807187,128.1754469519281,False,
2019-12-02,137.720001,137.850006,136.850006,137.360001,126.190384,4717100,1.7978458777564583,1.473138545884562,0.3247073318718962,139.93320621178233,128.42579638821766,False,
2019-12-03,136.910004,137.449997,136.160004,137.160004,126.00666,5741400,1.7512964115591103,1.5287701190194718,0.2225262925396385,140.11043258920293,128.94157081079706,True,
2019-12-04,138.5,139.740005,138.039993,139.380005,128.046127,7257300,1.8719623350619088,1.5974085622279592,0.2745537728339495,140.6088722455318,129.33913185446818,True,
2019-12-05,139.350006,139.75,137.949997,139.559998,128.211502,5472900,1.9595266758682608,1.6698321849560198,0.2896944909122414,141.0616388305486,129.74636436945138,True,
2019-12-06,139.460007,141.580002,139.460007,140.380005,128.964798,6640400,2.0712140918747366,1.7501085663397633,0.3211055255349733,141.60073208249187,130.10227231750812,True,
2019-12-09,140.389999,140.809998,140.059998,140.5,129.075058,4241000,2.1446871489524426,1.8290242828622996,0.3156628660901432,142.16778997726374,130.28521442273626,False,
2019-12-10,140.800003,141.0,139.910004,139.990005,128.606552,5310300,2.137127268897075,1.8906448800692544,0.2464823888278204,142.44155613981673,130.8124491601833,True,
2019-12-11,140.929993,141.979996,140.630005,140.979996,129.516022,6631500,2.1858232002622917,1.9496805441078615,0.2361426561544295,142.6726340007447,131.54437029925532,True,
2019-12-12,141.320007,142.059998,140.729996,141.339996,129.846741,5012400,2.2277835658588288,2.0053011484580554,0.2224824174007733,142.75838869027214,132.4656148097279,True,
2019-12-13,141.100006,141.800003,140.309998,141.380005,129.883499,4257200,2.238462250404723,2.051933368847389,0.1865288815573338,142.4937153646946,133.77228793530543,True,
2019-12-16,141.729996,142.850006,141.490005,141.789993,130.260162,5353100,2.2540247952722723,2.092351654132366,0.1616731411399063,142.85625779450243,134.09474460549754,True,
2019-12-17,143.0,144.050003,142.520004,143.559998,131.886215,10722400,2.38172776010839,2.150226875327571,0.2315008847808193,143.49823179733056,134.32577020266945,False,
2019-12-18,143.720001,143.880005,142.740005,143.190002,131.54631,7849200,2.425122393411812,2.205205978944419,0.2199164144673924,143.87184817919882,134.78915332080118,True,
2019-12-19,143.889999,145.880005,143.610001,145.350006,133.530685,9414700,2.603792326701836,2.2849232484959026,0.3188690782059331,144.79098620812195,134.81101569187803,True,
2019-12-20,146.880005,147.839996,144.800003,146.059998,134.182938,14532800,2.770740584103379,2.382086715617398,0.388653868485981,145.74048116588418,134.82352033411584,True,
2019-12-23,145.740005,146.759995,145.339996,146.440002,134.532043,6558700,2.900278819000846,2.4857251362940875,0.4145536827067584,146.70140415774435,134.69959684225566,False,
2019-12-24,146.0,146.009995,145.259995,145.929993,134.063507,4238900,2.9280327999717883,2.574186669029628,0.3538461309421605,147.3309847499441,134.94501625005594,False,
2019-12-26,145.970001,146.179993,145.160004,145.830002,133.971634,3019300,2.908432986772709,2.641035932578244,0.2673970541944652,147.8066715480071,135.33532985199292,False,
2019-12-27,146.199997,146.550003,145.539993,145.75,133.898163,3432700,2.853550546382849,2.683538855339165,0.1700116910436837,148.20099682557546,135.74100457442458,False,
2019-12-30,145.779999,146.199997,145.029999,145.300003,133.484726,2923300,2.7421351922724853,2.695258122725829,0.0468770695466562,148.3845121933413,136.3384890066587,True,
2019-12-31,145.100006,146.009995,144.779999,145.869995,134.008377,4435000,2.6690640038125366,2.690019298943171,-0.0209552951306344,148.5175777654597,137.05642283454029,True,
2020-01-02,145.869995,146.020004,145.080002,145.970001,134.100266,5777000,2.589375499989927,2.6698905391525223,-0.080515039162595,148.47054696720667,137.98445333279338,False,True
2020-01-03,143.5,145.369995,143.0,144.279999,132.547668,5752400,2.3626179599580723,2.608436023313633,-0.2458180633555602,148.40743124706435,138.5375684529357,False,True
2020-01-06,144.0,144.199997,142.850006,144.100006,132.382309,7731300,2.1436760814720515,2.5154840349453167,-0.3718079534732652,148.2817282097146,139.1172722902854,True,True
2020-01-07,144.009995,145.449997,141.380005,144.979996,133.19075,7382900,2.0179096971143906,2.4159691673791315,-0.3980594702647408,148.26533546634218,139.59366413365782,False,True
2020-01-08,144.869995,145.979996,143.699997,144.960007,133.172379,6605800,1.8947840945878625,2.311732152820878,-0.4169480582330154,148.19447413323073,140.1105261667693,True,True
2020-01-09,145.759995,146.029999,144.990005,145.389999,133.567429,6112700,1.811026541672902,2.2115910305912827,-0.4005644889183806,147.9869565740957,140.85804312590432,False,True
2020-01-10,145.75,146.179993,144.899994,145.059998,133.264252,5042600,1.6984411820765786,2.1089610608883422,-0.4105198788117636,147.80781616463932,141.44518373536064,True,True
2020-01-13,145.479996,145.789993,144.720001,145.699997,133.852203,4593200,1.6419318754746255,2.015555223805599,-0.3736233483309732,147.65330114303316,142.0356988569668,True,False
2020-01-14,145.050003,146.610001,144.729996,146.520004,134.605545,7037500,1.6443603916642928,1.9413162573773377,-0.2969558657130449,147.4838069655777,142.7191929344223,True,False
2020-01-15,146.399994,147.399994,146.240005,147.009995,135.055695,4960300,1.6666115266656902,1.8863753112350083,-0.2197637845693181,147.32380686113711,143.40119323886287,True,True
2020-01-16,147.419998,148.839996,146.199997,148.199997,136.148941,6476000,1.7599809626164529,1.8610964415112972,-0.1011154788948445,147.74650453434342,143.44249546565655,True,True
2020-01-17,148.410004,149.410004,147.929993,149.169998,137.040054,9083600,1.890455888644965,1.866968330938031,0.023487557706934,148.2870171152854,143.4999824847146,True,True
2020-01-21,148.580002,150.169998,148.5,149.270004,137.131912,9543900,1.979113863298096,1.889397437410044,0.0897164258880518,148.90110985094233,143.27788954905762,False,True
2020-01-22,146.699997,149.179993,146.0,148.25,136.19487,10305300,1.944653394854868,1.9004486288990088,0.0442047659558588,149.17173754410007,143.22626205589992,True,True
2020-01-23,148.039993,148.770004,146.759995,148.529999,136.452072,8671900,1.917829262657392,1.9039247556506853,0.0139045070067065,149.45355819211872,143.15344110788126,False,False
2020-01-24,148.580002,148.949997,147.929993,148.320007,136.25914,9051900,1.8582061019595808,1.8947810249124648,-0.0365749229528833,149.69247039294615,143.15353030705384,True,False
2020-01-27,147.520004,149.460007,147.0,148.75,136.654205,7587100,1.824618097401924,1.8807484394103569,-0.0561303420084327,149.98449972430603,143.15350077569394,True,False
2020-01-28,148.460007,150.570007,148.149994,149.5,137.343185,7336600,1.837338400413444,1.8720664316109743,-0.0347280311975306,150.38761280258095,143.12538769741903,True,False
2020-01-29,149.449997,151.190002,149.130005,150.539993,138.29863,6288600,1.9093285249904,1.87951885028686,0.0298096747035403,150.95080068738395,143.08619881261603,False,True
2020-01-30,150.029999,150.509995,149.050003,150.360001,138.133286,6470600,1.929613978433963,1.8895378759162804,0.0400761025176825,151.405179777377,143.08082032262303,False,False
2020-01-31,149.75,150.0,148.639999,148.869995,136.76445,8651700,1.8046563595828504,1.8725615726495943,-0.0679052130667443,151.56547955234407,143.21051994765594,True,False
2020-02-03,149.419998,150.490005,149.240005,150.169998,137.95874,5765200,1.7898931498324373,1.8560278880861636,-0.066134738253726,151.76684965949474,143.5981497405053,True,False
2020-02-04,151.490005,152.75,151.199997,151.600006,139.27243,6541400,1.8720036020241932,1.8592230308737696,0.0127805711504238,152.13411307284076,143.98088632715923,True,True
2020-02-05,151.720001,154.020004,151.309998,153.990005,141.468094,5979900,2.105656969387809,1.9085098185765776,0.1971471508112312,153.1101453205693,143.90585497943067,False,False
2020-02-06,154.25,154.5,152.740005,153.529999,141.045502,6201200,2.2280269982979064,1.9724132545208437,0.2556137437770629,153.73921268344597,144.13378681655402,False,False
2020-02-07,153.339996,153.460007,151.550003,151.889999,139.538879,5700300,2.1676841206827646,2.011467427753228,0.1562166929295365,153.9316002780552,144.59139922194476,False,True
2020-02-10,151.679993,151.910004,150.889999,151.860001,139.511307,4835600,2.093310981574831,2.0278361385175487,0.0654748430572822,153.96364144856534,145.23935835143465,True,False
2020-02-11,152.289993,152.380005,151.539993,151.990005,139.630722,3715300,2.021556721799925,2.026580255174024,-0.0050235333740991,153.99132647818072,145.8406741218193,False,False
2020-02-12,151.869995,152.149994,150.919998,151.089996,138.803909,5166800,1.8705057237221467,1.9953653488836487,-0.1248596251615019,153.91950300542038,146.36949679457962,False,True
2020-02-13,150.160004,151.039993,149.880005,150.089996,137.885239,5480200,1.6510725403424544,1.9265067871754096,-0.2754342468329553,153.7745566849611,146.8224432150389,True,True
2020-02-14,150.559998,150.639999,149.149994,150.130005,137.921967,5716300,1.463527914727706,1.833911012685869,-0.370383097958163,153.73006253328168,147.05993816671833,False,True
2020-02-18,150.470001,150.740005,149.059998,149.139999,137.012482,7230700,1.2209380238360268,1.7113164149159008,-0.490378391079874,153.73090851895398,147.056092281046,False,True
2020-02-19,149.210007,149.759995,148.580002,148.940002,136.828735,6115200,1.0010067187347431,1.5692544756796694,-0.5682477569449262,153.74095348498545,147.0130471150146,False,True
2020-02-20,148.610001,149.380005,147.399994,148.369995,136.305099,7464700,0.7718177393108476,1.409767128405905,-0.6379493890950574,153.73137215892575,147.0346279410743,True,True
2020-02-21,148.089996,150.240005,147.539993,149.929993,137.738251,7776800,0.7079023652401588,1.2693941757727558,-0.561491810532597,153.695113527355,147.21088597264497,False,True
2020-02-24,146.5,149.0,145.25,145.910004,134.899887,10588900,0.3290760708515279,1.0813305547885104,-0.7522544839369825,154.05235896010925,146.61264023989077,False,True
2020-02-25,145.990005,146.75,143.830002,144.649994,133.734955,10529000,-0.0719889298329974,0.8506666578642089,-0.9226555876972063,154.59194344717096,145.66305515282906,False,False
2020-02-26,145.350006,146.220001,143.589996,143.679993,132.838165,10093800,-0.462772255955258,0.5879788751003155,-1.0507511310555735,155.15095689380576,144.52204100619423,False,True
2020-02-27,142.559998,144.770004,138.949997,139.119995,128.622269,12566700,-1.127428294872118,0.2448974411058288,-1.3723257359779468,156.40300835594672,142.12798974405325,False,False
2020-02-28,135.360001,137.289993,130.820007,134.479996,124.33239,19820300,-2.005464390378222,-0.2051749251909813,-1.8002894651872408,158.1699916147817,138.7730059852183,True,False
2020-03-02,134.779999,140.130005,134.009995,140.020004,129.454361,11508200,-2.228592153063857,-0.6098583707655566,-1.618733782298301,158.43285958385562,137.62513891614438,False,False
2020-03-03,140.0,140.990005,133.100006,135.589996,125.358627,13662500,-2.7314012417427875,-1.0341669449610027,-1.6972342967817848,159.03081843363591,135.56917986636412,True,False
2020-03-04,137.679993,143.639999,137.139999,143.479996,132.653275,10560500,-2.4648111973545497,-1.320295795439712,-1.1445154019148376,158.56008275461937,135.22791454538066,False,False
2020-03-05,140.800003,142.679993,139.839996,142.009995,131.294159,11339200,-2.345120374003613,-1.5252607111524925,-0.8198596628511212,157.6531611375908,134.9368351624092,True,True
2020-03-06,138.479996,143.009995,137.410004,142.029999,131.312668,12239100,-2.223024733212924,-1.664813515564579,-0.5582112176483451,156.69384117593862,134.7461551240614,False,True
2020-03-09,136.330002,139.679993,134.899994,136.440002,126.14447,13848600,-2.547957826801849,-1.8414423778120328,-0.7065154489898158,156.26245480888437,133.63254179111564,True,False
2020-03-10,139.970001,141.949997,134.229996,141.639999,130.952118,12698100,-2.358683904949288,-1.944890683239484,-0.4137932217098041,155.35310630815323,133.5198900918468,False,False
2020-03-11,138.089996,138.75,131.5,131.800003,121.854622,17763400,-2.9684697279428747,-2.1496064921801623,-0.8188632357627124,155.10975477461923,131.74424142538075,False,True
2020-03-12,127.309998,133.759995,124.5,125.410004,115.946793,21539200,-3.922136948488373,-2.5041125834418043,-1.418024365046568,155.76364657825349,128.52235042174652,True,False
2020-03-13,129.320007,134.919998,124.650002,134.289993,124.156715,20084200,-3.916240213035508,-2.786538109360545,-1.1297021036749628,154.8652748594193,127.84072184058073,False,True
2020-03-16,123.57,133.759995,122.43,127.129997,117.536995,18877900,-4.438158517589159,-3.116862191006268,-1.3212963265828908,154.46424895798978,125.9417469420102,True,True
2020-03-17,128.550003,136.770004,127.809998,136.589996,126.28318,18911800,-4.041847770244118,-3.301859306853838,-0.7399884633902798,153.27435866731096,125.87663693268908,False,True
2020-03-18,131.020004,135.669998,128.710007,134.960007,124.776169,17521100,-3.8153145662530505,-3.4045503587336805,-0.41076420751937,151.97704887367308,125.77594722632688,False,True
2020-03-19,134.990005,134.990005,126.150002,127.050003,117.463036,18482300,-4.225349388581975,-3.56871016470334,-0.6566392238786354,151.12632559256997,124.49467130743004,False,True
2020-03-20,126.830002,127.440002,118.129997,119.889999,110.84333,19785100,-5.069618022730481,-3.868891736308768,-1.2007262864217123,150.60881556463764,122.0081819353624,False,True
2020-03-23,117.0,118.559998,109.160004,111.139999,102.753578,20815200,-6.371314325579249,-4.369376254162864,-2.001938071416385,152.05495356043176,117.08504343956824,True,True
2020-03-24,118.760002,119.650002,113.860001,119.18,110.18689,17604800,-6.6771866844997305,-4.8309383402302375,-1.846248344269493,151.38980706455632,115.20319053544368,True,True
2020-03-25,118.910004,123.959999,116.699997,119.400002,110.390297,13986100,-6.8231869579046815,-5.229388063765127,-1.593798894139555,150.4976923033072,113.66730619669282,True,True
2020-03-26,120.57,127.099998,120.379997,126.57,117.019264,15066800,-6.287851867747264,-5.4410808245615545,-0.8467710431857096,149.71512589017888,113.19487310982116,False,True
2020-03-27,121.650002,127.620003,120.580002,123.160004,113.866554,12133200,-6.068795829957267,-5.566623825640697,-0.50217200431657,149.45355163629918,112.3244481637008,True,True
2020-03-30,128.460007,133.990005,127.5,133.009995,122.973305,21754000,-5.042256394880127,-5.461750339488583,0.4194939446084564,148.63600514371788,112.44099375628214,False,False
2020-03-31,134.990005,135.710007,130.050003,131.130005,121.235161,15746100,-4.330496707627333,-5.235499613116334,0.9050029054890008,148.2601887141383,112.37081108586176,False,False
2020-04-01,127.699997,130.229996,125.5,128.809998,119.090225,12606100,-3.908571622655757,-4.970114015024218,1.0615423923684617,146.42654280118933,112.73745719881066,True,False
2020-04-02,129.119995,134.0,127.220001,133.149994,123.102737,11594500,-3.1872509022631164,-4.613541392471998,1.426290490208881,145.0473492701608,113.23065062983925,True,False
2020-04-03,132.380005,134.789993,131.580002,134.169998,124.045776,10071200,-2.504423797656216,-4.191717873508842,1.687294075852626,143.67145043555547,113.8205493644445,True,True
2020-04-06,137.009995,140.970001,135.539993,139.759995,129.213943,14994400,-1.4949791681476086,-3.6523701324365954,2.157390964288987,144.26546582824173,113.55853327175824,False,False
2020-04-07,139.860001,142.029999,137.259995,137.479996,127.10601,11567100,-0.8689472086391845,-3.095685547677113,2.2267383390379285,143.43138680554136,113.9766119944586,True,True
2020-04-08,137.75,144.130005,137.300003,143.259995,132.44986,10758200,0.0925187449202837,-2.4580446891576337,2.550563434077917,145.3425287080444,113.2114692919556,False,True
2020-04-09,144.009995,145.419998,140.279999,141.229996,130.573059,11125400,0.6828124493338805,-1.829873261459331,2.5126857107932112,146.87268336290714,113.2633138370928,False,True
2020-04-13,140.0,141.490005,137.839996,139.770004,129.223221,8153200,1.021045335135625,-1.2596895421403398,2.2807348772759646,147.608882198183,113.075116101817,True,True
2020-04-14,145.419998,147.419998,144.050003,146.029999,135.010849,13838000,1.773779586574193,-0.6529957163974331,2.426775302971626,149.83495028537249,112.73904821462752,True,True
2020-04-15,145.550003,147.910004,143.539993,147.660004,136.517853,11962300,2.473343520475339,-0.0277278690228786,2.5010713894982177,151.67110901668755,112.00989028331246,True,False
2020-04-16,148.309998,150.679993,146.440002,149.669998,138.37619,12181700,3.153590072443734,0.6085357192704439,2.54505435317329,153.92666819409,111.22533020591,True,True
2020-04-17,151.990005,152.300003,149.600006,152.020004,140.548843,10920000,3.838073290396835,1.254443233495722,2.583630056901113,156.68172294757733,110.96727555242262,False,True
2020-04-20,150.929993,153.0,150.089996,151.669998,140.225296,12226200,4.302689882349881,1.864092563266554,2.4385973190833274,158.6080689756231,112.21892942437688,False,True
2020-04-21,150.119995,151.639999,148.570007,149.679993,138.385406,9951100,4.458925390206531,2.383059128654549,2.0758662615519814,158.3442920166941,116.33670578330587,True,True
2020-04-22,152.809998,155.0,151.729996,152.990005,141.445633,11515600,4.794564703881065,2.8653602436998526,1.929204460181212,159.31038611309108,118.75161218690894,True,True
2020-04-23,154.25,157.0,153.699997,155.509995,143.775482,10665000,5.203915907427984,3.3330713764454787,1.870844530982505,160.16435690276123,121.5086406972388,False,False
2020-04-24,155.570007,156.300003,153.639999,154.860001,143.17453,8653400,5.413477404139343,3.749152581984252,1.6643248221550913,161.3217722320836,123.1802254679164,False,True
2020-04-27,154.809998,156.050003,154.0,154.289993,142.647568,8924000,5.470500988125281,4.0934222632124575,1.3770787249128231,161.33681733460296,126.27817926539709,False,True
2020-04-28,151.25,153.100006,150.699997,151.389999,139.966385,8558700,5.221497140956132,4.319037238761193,0.9024599021949388,161.79344337278184,127.65955362721816,False,True
2020-04-29,151.380005,151.630005,149.160004,150.240005,138.903183,9285200,4.875167002678836,4.4302631915447215,0.4449038111341146,161.64812974586062,129.71586725413937,False,False
2020-04-30,148.460007,150.429993,147.160004,150.039993,138.718262,14829600,4.532312894311389,4.450673132098055,0.0816397622133333,160.68057095378467,132.80642554621537,False,False
2020-05-01,149.619995,149.669998,146.789993,148.289993,137.100311,7309000,4.0724435741452965,4.375027220507503,-0.3025836463622067,159.8872210459496,135.11377535405038,False,False
2020-05-04,148.770004,149.080002,147.089996,148.270004,137.081787,7198400,3.66414292074856,4.232850360555715,-0.568707439807155,158.88500355190877,137.52599344809124,True,False
2020-05-05,149.0,150.779999,148.639999,149.5,138.218979,6562300,3.4006119709847558,4.066402682641524,-0.6657907116567685,158.6116668350794,138.7733306649206,False,False
2020-05-06,150.0,150.320007,148.039993,148.080002,136.906143,6191600,3.0421122471415174,3.861544595541522,-0.8194323484000052,157.63788510444343,140.8071129955566,False,False
2020-05-07,149.369995,149.529999,147.130005,147.589996,136.45311,5570500,2.687479651570385,3.626731606747296,-0.9392519551769104,157.42009647665407,141.4579017233459,True,False
2020-05-08,148.919998,149.179993,147.889999,148.699997,137.47937,4712100,2.467554140492496,3.394896113496336,-0.92734197300384,156.81525716764838,142.80974113235163,True,False
2020-05-11,148.449997,150.100006,148.119995,149.110001,137.858414,5887500,2.2998344250839864,3.175883775813866,-0.8760493507298794,155.47491118506116,145.08408681493887,False,False
2020-05-12,150.100006,150.339996,147.029999,147.139999,136.037079,7039200,1.9850699936376088,2.9377210193786145,-0.9526510257410056,155.36020005741236,145.3097979425876,False,False
2020-05-13,146.080002,148.949997,146.009995,147.130005,136.027832,6970500,1.7150405616652336,2.6931849278359383,-0.9781443661707048,155.39827022184423,145.21872787815576,True,False
2020-05-14,145.389999,147.759995,144.259995,147.639999,136.49939,6871400,1.5246177011551083,2.4594714824997723,-0.934853781344664,155.42961337563366,144.98438482436637,True,False
2020-05-15,147.869995,150.479996,145.660004,150.440002,139.088074,10340400,1.5814135033063224,2.2838598866610824,-0.7024463833547601,155.282497447401,144.97350055259898,True,False
2020-05-18,152.490005,153.619995,150.460007,150.520004,139.162033,7388400,1.6142717585153434,2.149942261031935,-0.5356705025165915,155.17801368886614,144.96298491113384,False,False
2020-05-19,150.100006,151.100006,148.399994,149.020004,137.775223,6107300,1.5019610267444818,2.0203460141744447,-0.5183849874299629,155.1641301434103,144.91086955658974,False,True
2020-05-20,149.75,150.389999,147.270004,147.679993,136.536301,5713400,1.2899564588129238,1.8742681031021409,-0.5843116442892169,154.80393613355204,144.74006236644794,False,False
2020-05-21,148.5,148.5,145.820007,146.710007,135.639526,6487300,1.0317778547775165,1.7057700534372158,-0.6739921986596995,153.7532656528474,144.91073404715263,False,False
2020-05-22,144.570007,146.289993,144.059998,144.369995,134.401367,6140900,0.6310753945813588,1.4908311216660444,-0.8597557270846856,152.94746504172764,144.6675340582724,True,True
2020-05-26,146.190002,146.440002,144.300003,144.559998,134.578232,7072300,0.3250999127230614,1.2576848798774478,-0.9325849671543864,152.01057651650862,144.63142308349134,True,False
2020-05-27,144.320007,145.25,143.009995,144.889999,134.885468,7950000,0.1079955561363874,1.0277470151292358,-0.9197514589928484,151.69243187910328,144.2995677208967,True,True
2020-05-28,146.020004,148.110001,145.809998,146.970001,136.821823,6189600,0.102594917145268,0.8427165955324423,-0.7401216783871742,151.39796601047993,144.26703318952008,True,True
2020-05-29,147.960007,149.350006,145.330002,148.75,138.478943,8504000,0.2391886966577203,0.7220110157574979,-0.4828223190997776,151.20985354229256,144.32614635770742,False,True
2020-06-01,147.289993,148.339996,146.009995,147.190002,137.026657,6141800,0.2190365330659176,0.6214161192191819,-0.4023795861532643,151.1548878134357,144.2711129865643,True,True
2020-06-02,147.059998,148.350006,146.119995,148.25,138.013458,6078300,0.2853099030943724,0.55419487599422,-0.2688849728998476,151.15321764503707,144.27078275496294,True,True
2020-06-03,148.520004,149.139999,146.449997,148.649994,138.385803,6339500,0.3658904419703219,0.5165339891894404,-0.1506435472191184,151.03796532346627,144.30103447653374,False,True
2020-06-04,146.800003,148.369995,145.580002,146.729996,136.598389,8170500,0.2716914175344413,0.4675654748584406,-0.1958740573239992,150.9898785051924,144.2141206948076,True,True
2020-06-05,147.690002,149.639999,146.600006,147.300003,137.129059,9725400,0.2402632084460947,0.4221050215759715,-0.1818418131298768,150.97807635108805,144.19692354891194,False,False
2020-06-08,145.880005,147.610001,145.740005,146.770004,136.635681,7555600,0.1706228029387375,0.3718085778485247,-0.2011857749097871,150.85803697521575,144.12396362478424,False,True
2020-06-09,148.25,149.330002,145.649994,145.960007,135.881577,8247200,0.0495016669664778,0.3073471956721153,-0.2578455287056375,150.67627284931393,143.99072835068608,True,False
2020-06-10,146.600006,150.029999,146.600006,147.800003,137.594543,10137100,0.1008223761965325,0.2660422317769988,-0.1652198555804662,150.71425735696147,144.0187442430385,False,False
2020-06-11,148.580002,149.169998,140.75,140.869995,131.143021,11913300,-0.412939214876161,0.1302459424463668,-0.5431851573225279,151.4884042607055,142.61859633929453,True,False
