Date,Open,High,Low,Close,Volume,MACD,Signal Line,RSI,ATR,OBV,CMF,Buy,Predicted buy
2020-01-02,158.779999,160.729996,158.330002,160.619995,22622100,2.73435763850685,2.567683201342008,81.76631581736402,1.7121439285714255,570717700,0.2262701973625341,False,True
2020-01-03,158.320007,159.949997,158.059998,158.619995,21116200,2.651615587406837,2.584469678554974,68.55166662551736,1.7221438571428536,549601500,0.1906372286519871,True,False
2020-01-06,157.080002,159.100006,156.509995,159.029999,20813700,2.5892782244378054,2.5854313877315405,66.51978982715755,1.760001999999998,570415200,0.2323527243148197,False,False
2020-01-07,159.320007,159.669998,157.320007,157.580002,21634100,2.3952616896393977,2.547397448113112,57.28500127043134,1.8300017142857123,548781100,0.1584640191888269,True,False
2020-01-08,158.929993,160.800003,157.949997,160.089996,27746500,2.416185445114849,2.52115504751346,67.1537053760155,1.9700010714285696,576527600,0.1974180608545469,True,True
2020-01-09,161.839996,162.220001,161.029999,162.089996,21385000,2.5645879835059877,2.529841634711965,72.15842236645622,2.029286928571425,597912600,0.2451320034365557,False,False
2020-01-10,162.820007,163.220001,161.179993,161.339996,20725900,2.5918026448266005,2.5422338367348924,66.72604871193442,2.0307157857142824,577186700,0.1727887622100746,True,False
2020-01-13,161.759995,163.309998,161.259995,163.279999,21626500,2.7383465345242257,2.581456376292759,67.19388372905968,1.978573285714282,598813200,0.1749435997309235,False,True
2020-01-14,163.389999,163.600006,161.720001,162.130005,23477400,2.730216481899589,2.611208397414125,62.952799733348144,2.052145714285712,575335800,0.1108657936289479,True,True
2020-01-15,162.619995,163.940002,162.570007,163.179993,21417900,2.776492930904197,2.64426530411214,65.07274015498554,2.139287499999997,596753700,0.0891894860759955,True,True
2020-01-16,164.350006,166.240005,164.029999,166.169998,23865400,3.0196273803419444,2.719337719358101,67.9083060347076,2.261431857142855,620619100,0.1754231180701225,True,True
2020-01-17,167.419998,167.470001,165.429993,167.100006,34371700,3.249894297931718,2.8254490350728245,68.86005066820435,2.3121465714285683,654990800,0.2573966295436138,False,True
2020-01-21,166.679993,168.190002,166.429993,166.5,29517200,3.345403292648143,2.9294398865878883,71.40798860240159,2.274289499999997,625473600,0.1442940765950582,False,True
2020-01-22,167.399994,167.490005,165.679993,165.699997,24138800,3.3182901199314188,3.0072099332565947,68.6046511627907,2.3092898571428537,601334800,0.0968509993979461,True,True
2020-01-23,166.190002,166.800003,165.270004,166.720001,19680800,3.3406001741284683,3.0738879814309694,65.56123503227501,2.2021469999999965,621015600,0.1648999488498104,False,False
2020-01-24,167.509995,167.529999,164.449997,165.039993,24918100,3.185992311472262,3.096308847439228,66.6493603168546,2.2392902142857127,596097500,0.1269961945368257,False,True
2020-01-27,161.149994,163.380005,160.199997,162.279999,32078100,2.808382728918616,3.038723623735106,57.51271243408,2.400003428571428,564019400,0.1150319037012758,True,True
2020-01-28,163.779999,165.759995,163.070007,165.460007,24899900,2.7342062556481324,2.9778201501177115,66.86643822788639,2.4807180714285715,588919300,0.1501314622149787,True,True
2020-01-29,167.839996,168.75,165.690002,168.039993,34754500,2.850742588491528,2.952404637792475,66.96541746658463,2.4857175000000007,623673800,0.1908797212971088,True,False
2020-01-30,174.050003,174.050003,170.789993,172.779999,51597500,3.287679024895993,3.0194595152131787,70.42414537585441,2.762860714285716,675271300,0.169118563041039,False,False
2020-01-31,172.210007,172.399994,169.580002,170.229996,36142700,3.3891226713679146,3.093392146444126,65.89201808107651,2.845717071428573,639128600,0.0901567748850977,True,True
2020-02-03,170.429993,174.5,170.399994,174.380005,30107000,3.761033680183601,3.226920453192021,68.38965856287317,3.0042885714285723,669235600,0.1564756892346877,True,True
2020-02-04,177.139999,180.639999,176.309998,180.119995,36433300,4.467447106689491,3.4750257838915157,75.86997510326279,3.317144928571427,705668900,0.1663770542733169,False,True
2020-02-05,184.029999,184.199997,178.410004,179.899994,39186300,4.952443904018196,3.770509407916852,74.63168198049081,3.6014303571428576,666482600,0.1575697950434649,True,True
2020-02-06,180.970001,183.820007,180.059998,183.630005,27751400,5.573539777663001,4.131115481866082,75.17299361589494,3.6628590000000014,694234000,0.1766401818069517,True,False
2020-02-07,182.850006,185.630005,182.479996,183.889999,33529100,6.017377493166322,4.50836788412613,74.68388951104207,3.742144785714288,727763100,0.1387386798822412,True,False
2020-02-10,183.580002,188.839996,183.25,188.699997,35844300,6.680243036729706,4.942742914646846,79.04237086249182,4.015715285714289,763607400,0.2203891329518074,False,True
2020-02-11,190.649994,190.699997,183.5,184.440002,53159900,6.7836253510687925,5.310919401931236,72.48080836454754,4.400714214285718,710447500,0.1148381462671229,True,True
2020-02-12,185.580002,185.850006,181.850006,184.710007,47062900,6.80885547938496,5.610506617421981,71.97654835542666,4.57714285714286,757510400,0.161420663413225,False,True
2020-02-13,183.080002,186.229996,182.869995,183.710007,35295800,6.671256799525679,5.822656653842721,73.19256397515525,4.597142785714289,722214600,0.1354062238678632,True,True
2020-02-14,183.25,185.410004,182.649994,185.350006,23149500,6.618251978558732,5.981775718785923,79.47866605179324,4.448572357142859,745364100,0.1352378153926088,True,False
2020-02-18,185.610001,187.699997,185.5,187.229996,27792200,6.651273022205032,6.115675179469745,78.77345556581872,4.367857714285715,773156300,0.1275971186007278,True,False
2020-02-19,188.059998,188.179993,186.470001,187.279999,29997500,6.605335070392783,6.213607157654353,77.25213005641585,4.2550005,803153800,0.1658416588644208,False,False
2020-02-20,186.949997,187.25,181.100006,184.419998,36862400,6.265921095948528,6.224069945313189,67.41472074849551,4.267142142857144,766291400,0.2017583529618974,False,True
2020-02-21,183.169998,183.5,177.25,178.589996,48572600,5.4635205735668535,6.071960070963922,61.38964639725595,4.550713642857143,717718800,0.129562624925726,False,True
2020-02-24,167.770004,174.550003,163.229996,170.889999,68311100,4.158352077985057,5.6892384723681495,45.66458731190612,5.342856214285716,649407700,0.1745944271332508,False,True
2020-02-25,174.199997,174.839996,167.649994,168.070007,68073300,2.8634389138912297,5.124078560672766,33.86017697085788,5.409285357142862,581334400,0.0778435323075814,True,True
2020-02-26,169.710007,173.259995,168.210007,170.169998,56206100,1.983794675197828,4.4960217835777785,37.592449044475366,5.3664278571428605,637540500,0.0359322411402067,False,True
2020-02-27,163.320007,167.029999,157.979996,158.179993,93174900,0.315539734054056,3.659925373673034,23.19356750410552,5.957141357142859,544365600,-0.0890690246011007,True,False
2020-02-28,152.410004,163.710007,152.0,162.009995,97012700,-0.6895662823298778,2.790027042472452,28.565818403533868,6.568569785714287,641378300,-0.0224927311049697,True,False
2020-03-02,165.309998,172.919998,162.309998,172.789993,71030800,-0.6092413403818853,2.110173365901584,36.04629926198888,6.948570285714284,712409100,0.0709357050034165,False,True
2020-03-03,173.800003,175.0,162.259995,164.509995,71677000,-1.1998784332672583,1.4481630060678157,33.67195432448344,7.344285142857141,640732100,-0.0067076376653623,True,False
2020-03-04,168.490005,170.699997,165.619995,170.550003,49814400,-1.16713046406619,0.9251043120410146,39.40119238947147,7.500713857142855,690546500,0.0123154386501073,False,True
2020-03-05,166.050003,170.869995,165.690002,166.270004,47817300,-1.469597012822419,0.4461640470683279,37.55707282186206,7.630713285714283,642729200,-0.0054879153280776,False,False
2020-03-06,162.610001,163.110001,156.0,161.570007,72821100,-2.0647532203912817,-0.056019406423594,33.74350251079494,8.167141428571426,569908100,0.0100445130574492,False,False
