Size,Year 1,Year 2,Year 3
21,-84.73995200000005,-34.229870000000005,-14.799911000000094
22,52.22000800000009,55.9101440000004,75.96009900000044
23,-15.919978000000157,8.890035999999952,-47.54011100000005
24,-24.020071999999715,-42.50998799999974,-123.40000099999983
25,59.77988800000006,-4.230139999999665,-84.36031899999958
26,-1.080031999999818,-58.149968,-183.44002899999984
27,10.060011999999887,-15.449954000000162,-155.05996700000028
28,97.01994200000016,94.88998600000002,-0.9201569999997616
29,-10.620037999999994,-20.929922000000033,-9.459914999999882
30,29.63975000000002,43.249908000000005,34.199804999999884
32,-38.69994399999999,-39.02980000000019,-164.37986900000018
31,139.57989999999987,90.96990399999987,71.75988299999992
33,23.159964000000087,-0.04986200000007557,-225.67986700000003
34,84.69999600000031,60.77013800000043,78.94018100000054
35,142.47999400000018,69.41018400000041,24.280091000000397
36,45.339974000000126,-49.74988400000001,-71.39988300000007
37,84.76004599999996,85.85011000000014,21.340009000000208
38,-33.499949999999814,-64.42983799999973,-118.89986899999988
40,91.29992999999993,39.589955999999745,-9.680217000000113
39,114.94002399999991,72.47006399999998,25.799960999999854
41,3.3999420000000384,15.0699919999999,-35.400131000000016
42,-99.47990199999978,-94.28989599999994,-177.06006499999992
43,141.67998200000025,107.69000600000038,116.15997500000051
44,42.75999199999998,-7.989847999999995,-23.019903000000028
45,68.3000320000003,-9.849829999999542,-56.099920999999625
46,102.13985599999998,26.46985000000035,-14.920038999999718
47,-3.4799680000001842,-2.389959999999917,7.240011000000067
48,63.899911999999944,-36.83002399999981,-75.85990299999983
49,57.27990400000024,-37.3102039999996,-59.44021499999937
50,95.8598880000001,-48.01005999999984,-64.21998299999987
51,21.94004800000019,-58.62994799999973,-67.1400189999998
52,12.099849999999975,-66.77010000000001,-32.22014900000019
53,17.519888000000066,-136.67001600000003,-187.6399909999998
54,-33.2201019999998,-134.9300199999995,-141.39996699999958
55,-54.200180000000245,-106.61014000000029,-176.5402250000004
56,30.039847999999864,-82.85018400000035,-109.06015300000016
57,-1.6001659999998594,-109.21023799999972,-196.66022299999977
58,38.17989400000019,-65.59008199999988,-54.48013099999983
59,-24.640114000000068,-111.57009000000045,-201.36016100000055
60,35.979843999999986,-56.790189999999996,-131.8403309999999
61,-61.49982399999979,-108.84975399999985,-126.43966299999974
62,-14.240118000000024,-91.53017599999998,-147.68026499999993
63,28.939900000000392,-43.430081999999516,-68.51998499999948
64,75.81999199999993,67.93007599999999,106.49987100000007
65,-3.959969999999913,-80.73010599999998,-69.2201630000001
66,-44.99997799999991,-99.5101259999999,-110.44015899999974
67,45.17985999999999,26.649844000000087,-11.320160999999672
68,101.93993400000008,-51.130230000000324,-74.58012900000037
69,87.17994800000017,56.989868,81.87987899999999
70,45.01997200000031,-49.49007999999981,-79.58001499999975
71,2.059914000000191,-65.45004599999987,-12.39994499999969
72,6.359994,-58.290017999999975,-31.54016699999991
73,101.6800380000004,48.96997800000031,-36.42003099999968
74,-23.220139999999986,-111.19013000000012,-84.80017100000012
75,-116.56001000000018,-142.26993400000003,-120.71985699999996
76,-126.47987600000002,-113.2698120000004,-129.19986500000013
77,-25.999989999999713,-51.67007399999983,-109.97997899999999
78,56.75996200000017,61.84993799999995,-15.580203000000012
79,74.3800420000002,27.209922000000006,-76.3202289999999
80,-71.75984199999996,-84.44996000000026,-141.89991300000017
81,48.10002799999998,66.39005599999984,50.979932999999875
82,-122.29994999999988,-205.2898619999999,-255.85969099999983
83,-26.299883999999935,-35.84998800000011,-85.83989100000022
84,50.82001800000009,-26.24994200000009,-42.620084999999705
85,-52.700087999999795,-93.93005399999998,-69.25984899999989
86,11.479932000000161,-4.110139999999831,-12.060062999999985
87,-89.66001799999995,-94.70987200000036,-67.45974900000041
88,-108.03986599999982,-179.7699219999999,-221.03991099999988
89,-52.9598,-74.68974400000019,-85.49974499999988
90,-191.75987200000012,-194.46978600000028,-128.2996850000002
91,63.360004000000146,63.369895999999926,91.3998849999999
92,-71.95999599999996,-99.24999200000008,-41.73998099999986
93,-190.4399299999998,-261.72983800000003,-197.59962900000022
94,26.379962000000177,-0.7700819999999453,23.979885000000053
95,-29.300058000000064,-107.51012400000019,14.960004999999825
96,13.159904000000182,-16.310294000000056,-15.36022299999999
97,40.860038,80.4699999999998,153.58007699999987
98,73.78001599999996,-54.63003400000014,11.739958999999914
99,45.49994799999993,-46.15008600000016,-39.14014500000005
100,36.79986600000021,-33.770307999999716,-80.42030699999972
101,3.4598580000000823,-150.9300840000002,-189.24008700000005
102,91.679836,31.309679999999844,-64.90025700000015
103,-37.09992599999984,-24.729953999999907,-13.280008999999865
105,11.459884000000017,-64.4901979999998,-112.38021299999966
104,109.6399680000001,91.0099780000001,40.29998500000025
106,56.18004399999998,-22.47021000000001,26.179753000000318
107,23.739879999999943,-49.03021800000005,-91.98026100000007
108,-54.69993999999983,-56.45002199999999,-47.8600569999999
109,-3.0799379999999985,23.150149999999883,68.16019300000008
110,-17.020004000000057,-17.26996600000001,-25.799996999999934
111,-30.859875999999844,-49.00979799999982,16.58019300000032
112,-51.63993800000006,-84.16989400000017,-81.55993900000007
113,30.73992400000006,-25.469995999999924,27.099981000000327
114,51.91999200000001,117.089988,105.37984100000008
115,117.26000400000007,67.56998800000002,108.86008500000028
116,-47.34006800000017,-37.69021800000013,-70.84019099999992
117,89.83998400000004,43.91006400000015,-18.50005699999977
118,-34.22001200000008,-71.33001400000018,-75.26009700000023
119,23.960013999999916,-7.829981999999973,-97.54003700000013
120,-20.80002999999985,-127.77019399999972,-164.76024499999946
