Size,Year 1,Year 2,Year 3
23,31.909918999999988,30.269964000000172,43.40998600000033
21,-34.80992899999997,-71.7897220000002,-87.40966599999992
22,12.65002900000006,1.5500820000001028,-25.430094000000068
24,-2.39007500000001,-0.10997400000003665,-40.47002999999974
28,17.789987000000153,15.970008000000135,23.609897999999916
26,0.629977000000352,22.329994000000326,43.07000800000047
25,-9.609992999999932,29.35010199999978,43.06997199999985
27,-7.550020999999802,10.990093999999957,22.350025999999943
29,26.729880999999935,1.2299179999997563,-32.7101100000002
30,20.589921000000274,4.470036000000121,-20.93008599999986
31,24.409941000000018,51.830030000000065,44.090038000000035
33,41.929979000000046,85.13003399999998,69.15006199999978
32,23.889904999999956,37.4500180000001,11.850103999999916
34,-75.08990699999994,-52.18986800000003,-143.78989800000002
36,3.369947000000124,14.209983999999977,58.94998
35,-32.16996699999977,-27.18999999999987,-8.210139999999782
37,-15.970018999999851,-4.4700000000000415,-32.47005200000014
38,36.09000499999995,64.07003599999997,122.59000999999984
40,7.5300470000001525,34.7100580000001,19.350120000000132
39,13.03000699999994,53.850087999999985,52.55003399999994
41,-44.72998100000011,-19.509877999999972,-50.22998600000015
42,-24.28998700000004,25.650184000000067,54.230114
43,-40.74990300000003,-1.0498459999998744,15.190102000000294
44,-47.96982900000002,-45.80985600000001,-30.90996800000015
45,-1.649963000000028,19.41001199999978,24.670055999999775
46,-19.78989899999989,26.770176000000234,75.65028000000014
47,-34.98994100000006,-48.56985200000001,-46.0897420000003
48,4.650085000000146,18.810134000000076,31.290219999999792
49,-13.989991000000131,21.31004599999976,21.350021999999527
50,-54.69005699999981,-7.050026000000017,-18.590068000000272
51,-19.609907000000064,-23.34983000000001,-40.949840000000066
52,23.210059000000044,40.37002999999986,-11.570048000000341
53,33.44999700000021,60.79001200000029,46.629889999999946
54,31.110016999999928,27.530102000000042,-0.10989600000014832
55,-2.550008999999946,28.050039999999925,61.8900239999998
56,-6.749995000000055,21.30994799999978,50.76989399999964
57,-62.269982999999925,-48.349958000000115,-34.54997200000004
58,-2.9300869999999435,16.250012000000154,-4.3699419999997104
59,-31.20996699999965,-6.650011999999677,5.629988000000097
60,-38.38992100000006,-2.48991400000007,-25.769900000000163
61,-37.36989899999982,-16.1098819999999,-18.429815999999917
62,-19.889930999999834,-18.66990200000002,-21.18992800000025
63,-5.650009000000111,3.610015999999959,30.729965999999834
65,-28.20992699999995,-17.32990999999997,-57.22994999999993
64,-27.629950999999963,5.650125999999958,-11.2898500000003
66,-38.529971,-41.11000999999992,-3.870017999999831
67,-44.50998699999987,11.729990000000228,28.889964000000262
68,-23.44999899999989,-20.80992399999981,-47.009969999999825
69,-50.32999499999973,-16.610051999999413,-36.670083999999704
71,29.730003000000025,25.21000000000005,1.8699599999998924
70,22.25003500000001,25.910067999999953,36.55012399999997
72,-2.5499529999998884,0.24997400000022196,-68.3701039999999
73,-17.230065000000067,-0.5900860000002552,-15.109942000000373
74,9.450048999999908,24.14995000000009,-26.770111999999884
75,27.789831000000035,49.44975200000029,18.209787999999932
76,6.890024999999909,4.1501519999998635,-76.5498680000003
77,24.59005700000013,34.41015000000017,21.21023400000017
78,-2.9499729999999005,2.4501680000000903,-14.289786000000035
79,-28.549891000000045,-56.50990800000004,-97.96987400000002
80,35.46991900000016,47.30994800000006,6.40993999999985
81,-26.669891000000135,-1.5298660000001547,23.550091999999538
82,50.45007899999989,18.99013600000022,-18.90978799999955
83,15.370109000000085,-2.4298719999997473,-60.26974599999967
84,-49.68996900000003,-54.50994200000018,-80.1499120000003
85,-17.309998999999877,-28.150079999999846,-42.729991999999996
86,35.330178999999944,48.730225999999774,29.770307999999844
87,32.209989000000164,-2.110075999999779,0.12996600000029446
88,38.390093000000135,10.830158000000196,-13.769759999999891
89,-18.110089000000144,-47.570136000000176,-40.81002800000006
90,-56.78997899999992,-76.2099939999999,-85.80994399999993
91,-11.27003499999988,-23.090034000000045,-21.329992000000217
92,27.48997700000008,35.84993400000006,81.3299359999999
93,-29.71000899999997,-39.489977999999965,-33.24991999999976
94,-32.73000899999984,-55.349975999999955,-53.93009000000005
95,-30.74996899999998,-45.94994999999999,-100.82989799999991
96,31.550004999999956,-6.649976000000109,17.26988199999981
97,-47.73005299999993,-74.95001200000029,-96.9899920000005
98,-17.11004099999998,-18.430011999999877,-43.44997199999996
99,-32.029958999999835,-57.649927999999576,-39.5499539999996
100,10.19005900000009,8.23004200000004,1.5700279999999935
101,-22.049848999999895,-51.2698459999999,-97.56988999999997
102,-8.289960999999963,-36.36988799999999,-17.32993199999997
103,1.8498890000000614,-27.23000999999975,-73.37010599999964
104,-54.770004999999955,-41.829971999999785,-46.41001799999988
105,-22.570018999999817,-68.64994999999963,-30.4099719999996
106,1.850038999999967,-8.089999999999932,3.2500420000000503
107,-21.970000999999613,-32.18993999999974,-37.30990799999965
108,-10.349918999999844,-48.70987399999974,-96.58991199999956
109,26.509983000000076,-30.150048000000268,-65.66999800000032
110,-0.48995499999993797,-17.829924000000048,-35.2099139999999
111,-9.72998099999974,-2.9100019999995794,-14.39007199999962
112,22.23006299999996,20.089989999999815,-14.910032000000157
114,-30.20993299999988,-24.769993999999954,-53.09012200000008
113,25.090055000000078,12.350157999999979,-25.44982599999996
115,-25.909969000000004,-36.32994799999996,-29.66987799999994
116,-27.80990099999987,-13.509846000000053,-48.44977400000012
117,-34.5899669999999,-48.55004599999988,-108.51010799999987
118,-26.2900310000001,-20.070050000000364,-83.9900320000004
119,-14.30998299999986,-34.34998199999977,-21.550113999999766
120,-12.669996999999839,-34.66995999999996,-28.929847999999836
