Date,Open,High,Low,Close,Adj Close,Volume,MACD,Signal Line,Histogram,Upper Band,Lower Band,Buy
2019-07-12,50.612499,51.0,50.549999,50.825001,49.379768,70380800,0.0,0.0,0.0,,,True
2019-07-15,51.022499,51.467499,51.0,51.302502,49.843685,67789600,0.03809124786324958,0.007618249572649916,0.030472998290599664,,,False
2019-07-16,51.147499,51.5275,50.875,51.125,49.671242,67467200,0.05334102612803093,0.01676280488372612,0.036578221244304814,,,False
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.391918,56430000,0.041746669769928246,0.021759577860966543,0.019987091908961703,,,True
2019-07-18,51.0,51.470001,50.924999,51.415001,49.952991,74162400,0.07825532311021277,0.033058726910815794,0.04519659619939698,,,False
2019-07-19,51.447498,51.625,50.59,50.647499,49.207317,83717200,0.04474193956644257,0.03539536944194115,0.009346570124501415,,,True
2019-07-22,50.912498,51.807499,50.9025,51.805,50.331905,89111600,0.11031139759265329,0.050378575072083584,0.05993282252056971,,,True
2019-07-23,52.115002,52.227501,51.822498,52.209999,50.725388,73420800,0.1927339826833503,0.07884965659433693,0.11388432608901336,,,False
2019-07-24,51.9175,52.287498,51.7925,52.1675,50.684093,59966400,0.2517234498320917,0.1134244152418879,0.13829903459020382,,,False
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.283325,55638400,0.26216572238644176,0.1431726766707987,0.11899304571564306,,,True
2019-07-26,51.869999,52.432499,51.785,51.935001,50.458206,70475600,0.2817183208562426,0.17088180550788748,0.11083651534835512,,,True
2019-07-29,52.115002,52.66,52.110001,52.419998,50.92942,86693600,0.3325160624396304,0.20320865689423606,0.12930740554539433,,,False
2019-07-30,52.189999,52.540001,51.827499,52.195,50.710812,135742800,0.3505769475840026,0.2326823150321894,0.1178946325518132,,,True
2019-07-31,54.105,55.342499,52.825001,53.259998,51.745529,277125600,0.44568914024601725,0.27528368007495496,0.17040546017106228,,,False
2019-08-01,53.474998,54.5075,51.685001,52.107498,50.625801,216071600,0.42319083945134395,0.3048651119502328,0.11832572750111114,,,False
2019-08-02,51.3825,51.607498,50.407501,51.005001,49.554653,163448400,0.3127927993478181,0.30645064942974987,0.006342149918068252,,,False
2019-08-05,49.497501,49.662498,48.145,48.334999,46.960575,209572000,0.009742405541935284,0.24710900065218697,-0.23736659511025168,,,True
2019-08-06,49.077499,49.517502,48.509998,49.25,47.849556,143299200,-0.154809730978819,0.16672525432598578,-0.3215349853048048,,,True
2019-08-07,48.852501,49.889999,48.455002,49.759998,48.345058,133457600,-0.2412845304639788,0.08512329736799287,-0.32640782783197164,,,True
2019-08-08,50.049999,50.8825,49.8475,50.857498,49.411343,108038000,-0.21873590293282774,0.02435145730782875,-0.2430873602406565,53.578711598015666,48.94278800198433,False
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.004177,98478800,-0.2472376118137447,-0.029966356516485944,-0.21727125529725877,53.58678539446046,48.87696420553954,False
2019-08-12,49.904999,50.512501,49.787498,50.119999,48.879829,89927600,-0.2769215875829616,-0.07935740272978108,-0.1975641848531805,53.57901263989382,48.76648666010618,True
2019-08-13,50.255001,53.035,50.119999,52.2425,50.949806,188874000,-0.12770614309921058,-0.08902715080366698,-0.0386789922955436,53.68166263577152,48.77558666422847,False
2019-08-14,50.790001,51.610001,50.647499,50.6875,49.433296,146189600,-0.13338969920909705,-0.09789966048475299,-0.03549003872434406,53.680107732570214,48.762141367429784,False
2019-08-15,50.865002,51.285,49.9175,50.435001,49.187042,108909600,-0.15646488762328659,-0.10961270591245971,-0.046852181710826876,53.65379309081663,48.69045600918337,True
2019-08-16,51.07,51.790001,50.959999,51.625,50.347599,110481600,-0.07783196814582993,-0.10325655835913375,0.025424590213303816,53.697661735809525,48.74433746419049,True
2019-08-19,52.654999,53.182499,52.5075,52.587502,51.286278,97654400,0.061442780369510785,-0.07031669061340486,0.13175947098291563,53.799559768299964,48.72068963170005,True
2019-08-20,52.720001,53.337502,52.580002,52.59,51.288712,107537200,0.17006024111093865,-0.022241304268536155,0.1923015453794748,53.85392394723052,48.7043255527695,True
2019-08-21,53.247501,53.412498,52.900002,53.16,51.844608,86141600,0.2986914682888582,0.04194525024294271,0.25674621804591546,54.01163057056857,48.64586892943143,False
2019-08-22,53.297501,53.610001,52.6875,53.115002,51.800732,89014800,0.3924774443594359,0.11205168906624136,0.2804257552931945,54.19171941471227,48.60178018528772,False
2019-08-23,52.357498,53.012501,50.25,50.66,49.406475,187272000,0.2656431926271594,0.14276998977842498,0.12287320284873443,54.13443233408346,48.531567165916535,True
2019-08-26,51.465,51.797501,51.264999,51.622501,50.345158,104174400,0.2400250615819033,0.16222100413912066,0.07780405744278263,54.05178827543268,48.53446152456731,False
2019-08-27,51.965,52.137501,50.8825,51.040001,49.777061,103493200,0.170751311485688,0.16392706560843415,0.0068242458772538594,53.96272392573222,48.508025974267795,True
2019-08-28,51.025002,51.43,50.830002,51.3825,50.111103,63755200,0.14185297951303255,0.15951224838935385,-0.0176592688763213,53.699412497249746,48.583587602750264,True
2019-08-29,52.125,52.330002,51.665001,52.252499,50.95956,83962000,0.18699690768814747,0.1650091802491126,0.021987727439034876,53.71898321578515,48.578516984214836,False
2019-08-30,52.540001,52.612499,51.799999,52.185001,50.893734,84573600,0.21485060745283135,0.17497746568985637,0.03987314176297499,53.81795270976136,48.59754749023864,False
2019-09-03,51.607498,51.744999,51.055,51.424999,50.152542,80092000,0.17359792655675932,0.17470155786323696,-0.0011036313064776426,53.5950011576593,49.12949904234071,True
2019-09-04,52.0975,52.369999,51.830002,52.297501,51.003445,76752400,0.20890042526716002,0.1815413313440216,0.027359093923138428,53.54742579778541,49.48182450221461,True
2019-09-05,53.0,53.4925,52.877499,53.32,52.000648,95654800,0.3157453182708494,0.20838212872938716,0.10736318954146223,53.70183058918367,49.68341991081634,False
2019-09-06,53.512501,53.605,53.127499,53.314999,51.995773,77449200,0.39545852711110285,0.2457974084057303,0.14966111870537255,53.908496010208395,49.7225045897916,True
2019-09-09,53.709999,54.110001,52.767502,53.5425,52.217648,109237600,0.4715534738992062,0.29094862150442546,0.18060485239478075,54.072292953222984,49.88820754677701,True
2019-09-10,53.465,54.195,52.927502,54.174999,52.834499,127111600,0.5762539538739446,0.3480096879783293,0.2282442658956153,54.301753051209914,50.064247448790084,True
2019-09-11,54.517502,55.927502,54.432499,55.897499,54.514378,177158400,0.7891246552345024,0.43623268142956395,0.3528919738049384,55.05879381815154,49.67270658184846,False
2019-09-12,56.200001,56.605,55.715,55.772499,54.392464,128906800,0.936939311226574,0.536374007388966,0.400565303837608,55.59165046501701,49.64834983498298,False
2019-09-13,55.0,55.197498,54.255001,54.6875,53.334316,159053200,0.955518516790427,0.6202029092692583,0.33531560752116873,55.754124301726385,49.9111258982736,True
2019-09-16,54.432499,55.032501,54.389999,54.974998,53.614704,84632400,0.9821200879097916,0.6925863449973649,0.2895337429124266,56.01280967309115,49.98744032690886,True
2019-09-17,54.990002,55.205002,54.779999,55.174999,53.80975,73274800,1.007724018696642,0.7556138797372205,0.2521101389594216,56.286358368478155,49.97264133152185,True
2019-09-18,55.264999,55.712502,54.860001,55.692501,54.314445,101360000,1.057582254855042,0.8160075547607848,0.2415747000942572,56.629187770848255,49.94006202915174,False
2019-09-19,55.502499,55.939999,55.092499,55.240002,53.87315,88242400,1.0484959697386316,0.8625052377563541,0.18599073198227745,56.844379212980336,49.932870787019674,False
2019-09-20,55.345001,55.639999,54.3675,54.432499,53.085629,221652400,0.965012219636165,0.8830066341323163,0.08200558550384873,56.93840691480739,49.97059278519262,True
2019-09-23,54.737499,54.959999,54.412498,54.68,53.327,76662000,0.9083511023805428,0.8880755277819616,0.020275574598581203,56.917344380743465,50.39365531925653,False
2019-09-24,55.2575,55.622501,54.297501,54.419998,53.073425,124763200,0.8328660093468656,0.8770336240949426,-0.044167614748076955,56.92749403973154,50.663255360268465,True
2019-09-25,54.637501,55.375,54.285,55.2575,53.890209,87613600,0.8310431927609798,0.8678355378281501,-0.03679234506717033,56.917378068491956,51.09512123150803,False
