Date,Open,High,Low,Close,Volume,MACD,Signal Line,RSI,ATR,OBV,CMF,Buy,Predicted buy
2020-01-02,206.75,209.789993,206.270004,209.779999,12077100,2.9501133050069086,2.649951101839969,61.20381601770581,3.964286785714287,110663400,0.1031136362537727,False,True
2020-01-03,207.210007,210.399994,206.949997,208.669998,11188400,3.0173019805217507,2.7234212775763256,70.43894143000867,3.5278581428571454,99475000,0.112460252736884,True,False
2020-01-06,206.699997,212.779999,206.520004,212.600006,17058900,3.3490623846370795,2.8485494989884765,80.36122923634836,3.7157145714285735,116533900,0.1768354738879214,True,True
2020-01-07,212.820007,214.580002,211.75,213.059998,14912400,3.6075171925948553,3.0003430377097526,77.93355665910521,3.560000857142861,131446300,0.1574308735193242,True,True
2020-01-08,213.0,216.240005,212.610001,215.220001,13475000,3.941206900338472,3.1885158102354967,79.2288780308067,3.614287214285718,144921300,0.1874782455167496,True,False
2020-01-09,217.539993,218.380005,216.279999,218.300003,12642800,4.40342883204255,3.431498414596908,78.45819303116613,3.417858642857147,157564100,0.2348214041739981,False,False
2020-01-10,219.199997,219.880005,217.419998,218.059998,12119400,4.696241298966925,3.684446991470912,74.5498860230624,3.322144642857148,145444700,0.1919955729943989,True,True
2020-01-13,219.600006,221.970001,219.210007,221.910004,14463400,5.179257342295529,3.983409061635835,77.8252809898654,3.2957152857142904,159908100,0.2864028362046827,False,True
2020-01-14,221.610001,222.380005,218.630005,219.059998,13288900,5.271314933595164,4.240990236027701,70.92266547247242,3.3557150714285746,146619200,0.287869602090714,True,True
2020-01-15,220.610001,221.679993,220.139999,221.149994,10036500,5.450091189643644,4.48281042675089,75.1964561362994,3.4150009285714304,156655700,0.280093615521284,True,True
2020-01-16,222.570007,222.630005,220.389999,221.770004,10015300,5.57750824279114,4.701749989958941,73.48789092648701,3.3821433571428594,166671000,0.2670533626671922,True,True
2020-01-17,222.029999,222.289993,220.529999,222.139999,15905900,5.643290341493099,4.890058060265773,73.54121916949687,3.3407145714285758,182576900,0.3124855014174202,False,False
2020-01-21,222.160004,222.369995,219.119995,221.440002,14275800,5.574677805245415,5.026982009261701,81.73683906860143,3.2728565714285742,168301100,0.282876289628503,False,True
2020-01-22,222.309998,222.75,221.279999,221.320007,12212800,5.447820202142594,5.11114964783788,80.77364566814694,3.237857214285717,156088300,0.214360283114629,False,True
2020-01-23,220.75,221.490005,219.270004,219.759995,11195000,5.161901519345292,5.121300022139363,71.56435592904214,3.072143500000002,144893300,0.2267347800429891,False,True
2020-01-24,220.800003,221.779999,216.110001,217.940002,11905800,4.733881440010151,5.043816305713521,69.43395435307815,3.2307150000000013,132987500,0.2254599352131872,False,True
2020-01-27,213.100006,216.059998,212.5,214.869995,13810700,4.099689862867109,4.854991017144239,54.93690109607998,3.172144071428572,119176800,0.2032708552790245,True,True
2020-01-28,216.139999,218.740005,213.520004,217.789993,13413800,3.789030321084198,4.641798877932231,59.29271189321034,3.3428582857142857,132590600,0.2226276982177006,True,True
