Date,Open,High,Low,Close,Volume,MACD,Signal Line,RSI,ATR,OBV,CMF,Buy
2019-07-12,50.612499,51.0,50.549999,50.825001,70380800,0.49902706875644753,0.45928990177774087,58.54766651180024,0.7907142142857145,-325155600,-0.08924763644631054,True
2019-07-15,51.022499,51.467499,51.0,51.302502,67789600,0.5386033568488031,0.4751525927919533,61.77621649057659,0.8010711428571428,-257366000,-0.09888533669699577,False
2019-07-16,51.147499,51.5275,50.875,51.125,67467200,0.5493127864727327,0.4899846315281092,67.27270645332104,0.7767853571428576,-324833200,-0.11502268025574465,False
2019-07-17,51.012501,51.272499,50.817501,50.837502,56430000,0.5285090770729894,0.49768952063708527,57.79535216594605,0.7124995714285721,-381263200,-0.16527471930302365,True
2019-07-18,51.0,51.470001,50.924999,51.415001,74162400,0.5522552753829046,0.5086026715862492,61.83053557154276,0.7219637857142865,-307100800,-0.10378694810415906,False
2019-07-19,51.447498,51.625,50.59,50.647499,83717200,0.50334110852733,0.5075503589744654,58.88845696407211,0.7478566428571435,-390818000,-0.152968819982542,True
2019-07-22,50.912498,51.807499,50.9025,51.805,89111600,0.5516182244265053,0.5163639320648734,60.396030744990036,0.7133922857142859,-301706400,-0.04400453478477935,True
2019-07-23,52.115002,52.227501,51.822498,52.209999,73420800,0.6154635405933604,0.5361838537705709,61.02489757491235,0.7119637142857143,-228285600,0.02444158378221882,False
2019-07-24,51.9175,52.287498,51.7925,52.1675,59966400,0.6550807365577782,0.5599632303280124,58.12976459996408,0.7160707142857144,-288252000,0.09010257242171794,False
2019-07-25,52.2225,52.310001,51.682499,51.755001,55638400,0.645748639532087,0.5771203121688274,55.04157862902994,0.7219635714285714,-343890400,0.04152264978796643,True
2019-07-26,51.869999,52.432499,51.785,51.935001,70475600,0.6454371830073171,0.5907836863365254,65.96361156777888,0.6664278571428568,-273414800,0.06264346445533095,True
2019-07-29,52.115002,52.66,52.110001,52.419998,86693600,0.6765269742428117,0.6079323439177827,66.94778068094837,0.669999214285714,-186721200,0.09600573021394736,False
2019-07-30,52.189999,52.540001,51.827499,52.195,135742800,0.6752268052764094,0.6213912361895081,61.654785094317624,0.6764280714285705,-322464000,0.13551650542439167,True
2019-07-31,54.105,55.342499,52.825001,53.259998,277125600,0.7514703674220939,0.6474070624360253,71.22978975234884,0.8533924285714275,-45338400,-0.00811618815885502,False
2019-08-01,53.474998,54.5075,51.685001,52.107498,216071600,0.7107042652009383,0.6600665029890079,58.650915420763305,1.0148209285714276,-261410000,-0.11074244818338172,False
2019-08-02,51.3825,51.607498,50.407501,51.005001,163448400,0.5827173387860682,0.64459667014842,48.149291401829615,1.0903565714285703,-424858400,-0.11348197624518301,False
2019-08-05,49.497501,49.662498,48.145,48.334999,209572000,0.2628104153694437,0.5682394191926248,36.75211816460588,1.2480352142857127,-634430400,-0.18643499406423725,True
2019-08-06,49.077499,49.517502,48.509998,49.25,143299200,0.08216763018126727,0.47102506139035333,42.88593709052177,1.2999998571428553,-491131200,-0.18052444837281265,True
2019-08-07,48.852501,49.889999,48.455002,49.759998,133457600,-0.01961439958361666,0.3728971691955593,42.53830323216677,1.3573211428571408,-357673600,-0.1435686361510277,True
2019-08-08,50.049999,50.8825,49.8475,50.857498,108038000,-0.01158477162637439,0.29600078103117256,50.91943608702249,1.3635712857142839,-249635600,-0.06101307224147924,False
2019-08-09,50.325001,50.689999,49.822498,50.247501,98478800,-0.053822461726824145,0.22603613247957322,42.837428609926796,1.3546427142857123,-348114400,-0.06802256671390115,False
2019-08-12,49.904999,50.512501,49.787498,50.119999,89927600,-0.09647240739836604,0.16153442450398536,40.13684583691834,1.3762499999999984,-438042000,-0.07931079348513598,True
2019-08-13,50.255001,53.035,50.119999,52.2425,188874000,0.04052811274384993,0.1373331621519583,50.2958582215844,1.549107357142855,-249168000,-0.03308502985419505,False
2019-08-14,50.790001,51.610001,50.647499,50.6875,146189600,0.02335725971858693,0.11453798166528402,46.13713879024781,1.6182144285714262,-395357600,-0.06488162304221248,False
