Date,Open,High,Low,Close,Volume,MACD,Signal Line,RSI,ATR,OBV,CMF,Buy
2019-07-12,100.413498,100.849998,100.193497,100.550003,50186000,1.7042046314164025,1.221544774564226,72.16147563656328,1.3957149285714274,546026000,0.08122496376116647,True
2019-07-15,101.07,101.144997,100.077499,101.0495,59626000,1.815363772919099,1.3403085742352006,73.04696700278643,1.4163933571428566,605652000,0.10896744469826199,False
2019-07-16,100.528999,101.316002,100.060997,100.495003,52364000,1.8375329832369403,1.4397534560355485,81.67385678470677,1.349000714285714,553288000,0.0939465032306757,False
2019-07-17,100.352501,100.599998,99.601501,99.601501,51176000,1.7626849630217265,1.5043397574327841,72.85300353061997,1.3291430714285712,502112000,0.10887877175564517,False
2019-07-18,99.000504,99.375,97.577499,98.894997,69738000,1.6275964803685241,1.5289911020199323,67.21863920266429,1.4258222142857144,432374000,0.12481125802207847,False
2019-07-19,99.560501,99.800003,98.111504,98.225998,63712000,1.44984237594943,1.513161356805832,66.37104068051158,1.4430717142857148,368662000,0.0879176783141719,True
2019-07-22,98.556999,99.449997,97.913002,99.281502,58000000,1.3782536687726576,1.4861798191991973,65.17268274707017,1.4236075000000008,426662000,0.1664478852145893,True
2019-07-23,99.7995,99.889503,98.656502,99.724503,54070000,1.341798166924491,1.4573034887442562,64.62099020107948,1.411107214285715,480732000,0.1746779659459859,True
2019-07-24,98.464996,100.065002,98.293503,100.040497,52626000,1.3231525154260737,1.4304732940806197,64.89899058073334,1.498036000000001,533358000,0.25550212216296964,False
2019-07-25,100.050003,100.059998,98.636002,98.691002,82730000,1.1858134150734543,1.3815413182791867,56.70470695414515,1.5261786428571429,450628000,0.17549271773710592,False
2019-07-26,97.099998,97.544998,96.225502,97.152496,98542000,0.9419681892692893,1.2936266924772073,48.15976230294514,1.6031782857142847,352086000,0.20074242776618642,False
2019-07-29,96.5,96.611504,94.527,95.622498,89864000,0.6181355572088307,1.1585284654235322,34.61397185752638,1.624535142857141,262222000,0.21523679090263084,False
2019-07-30,94.556,95.494499,94.174004,94.926498,58218000,0.3018548847146434,0.9871937492817545,24.30177937666261,1.5971417857142842,204004000,0.2226933210518191,False
2019-07-31,94.905502,94.977501,92.472,93.338997,89414000,-0.07602156108238489,0.7745506872089266,22.783844097492917,1.631463142857142,114590000,0.15823555475357162,False
2019-08-01,93.585999,94.896004,92.2005,92.765999,94266000,-0.4169215050990829,0.5362562487473248,18.64322225047438,1.767106214285713,20324000,0.09973199455079347,False
2019-08-02,92.253502,92.318001,90.401001,91.162003,99124000,-0.8072112104671589,0.2675627569044281,13.424330789897809,1.8597847857142844,-78800000,0.05680995213570451,False
2019-08-05,88.511002,89.433502,87.439003,88.2565,121164000,-1.3355727721035038,-0.053064348897158276,11.43531675214642,2.0360701428571417,-199964000,0.01209570242477034,True
2019-08-06,89.611504,89.688499,87.669998,89.391502,101406000,-1.6437695879484409,-0.3712053967074148,18.30964564469268,2.1089275714285693,-98558000,0.006129195205592695,True
2019-08-07,88.699501,89.946503,87.849998,89.669998,90538000,-1.8442857076224044,-0.6658214588904128,20.585411905993467,2.1141063571428558,-8020000,0.018180363158075166,True
2019-08-08,90.300003,91.712997,89.905502,91.644501,74024000,-1.8228575198157273,-0.8972286710754758,30.62726823546963,2.1394277857142834,66004000,0.10448493187039963,False
2019-08-09,91.447502,91.554497,90.111,90.378998,57596000,-1.8862475547841058,-1.0950324478172018,24.115354662949926,2.139178214285713,8408000,0.07727913718113671,False
2019-08-12,89.7995,90.049004,88.849998,89.246002,58110000,-2.0047978607589414,-1.2769855304055497,20.70833792944633,2.1603209999999984,-49702000,0.03207128788998233,True
2019-08-13,89.150002,91.586998,89.0,91.217003,79880000,-1.917601606343112,-1.4051087455930622,27.423701089855044,2.218570928571426,30178000,0.07888875740520676,False
2019-08-14,89.650497,89.782501,87.861,88.148003,97872000,-2.072252955660133,-1.5385375876064764,25.205781683959145,2.356571428571427,-67694000,0.06559894031044657,True
2019-08-15,89.099503,89.400002,88.098,88.806,75182000,-2.117313335259965,-1.6542927371371743,29.523322643700382,2.2734644285714274,7488000,0.04914443707732803,True
2019-08-16,89.644501,90.1455,89.227501,89.628502,60360000,-2.0628754294164224,-1.736009275593024,34.765931455897075,2.1816075714285708,67848000,0.07903129443739978,True
2019-08-19,90.903999,91.300003,90.630501,90.806,56326000,-1.902784632195221,-1.7693643469134637,39.77772006801858,2.1975366428571426,124174000,0.03381880497813029,False
2019-08-20,90.724998,90.841003,89.994003,90.069,38590000,-1.8144652368544456,-1.77838452490166,41.53025837397906,2.0790722857142847,85584000,-0.011129742860505722,True
2019-08-21,90.969498,91.478996,90.75,91.177002,40636000,-1.6362038389452351,-1.7499483877103752,45.99526921696001,1.987250285714284,126220000,-0.039479956708038985,False
2019-08-22,91.400002,91.470497,90.004997,90.233002,53070000,-1.553198996264868,-1.710598509421274,47.57807796369812,1.9230004285714262,73150000,-0.014312284678854197,False
2019-08-23,89.651497,90.245003,87.261497,87.481003,105416000,-1.6899991224125444,-1.706478632019528,47.961953586605006,1.8701794285714257,-32266000,-0.09849009960139098,True
2019-08-26,88.345497,88.5,87.175499,88.443497,61600000,-1.7011393110192756,-1.7054107678194774,47.48579681600652,1.820607999999998,29334000,-0.06611971376194786,False
2019-08-27,88.786499,88.970001,87.334,88.091499,60394000,-1.7185607885770366,-1.7080407719709894,45.829922109711475,1.787714857142854,-31060000,-0.07434229971681001,True
2019-08-28,87.75,88.392998,87.202499,88.212502,48394000,-1.702972695055891,-1.7070271565879698,39.949041155232685,1.7268219999999974,17334000,-0.034854532034283646,True
2019-08-29,89.150002,89.927498,88.862503,89.32,60302000,-1.5830052862281292,-1.6822227825160019,46.86964602044055,1.7397859285714259,77636000,-0.003579120726787078,False
2019-08-30,89.874496,89.987,88.2285,88.814499,61174000,-1.5112986464203146,-1.6480379552968645,48.67535476454232,1.7561787857142832,16462000,-0.0036607320624493208,True
2019-09-03,88.5,90.040001,88.400002,89.491997,70860000,-1.3838500295176601,-1.5952003701410238,44.24767523521087,1.688535999999998,87322000,0.029748201839148627,True
2019-09-04,90.25,90.3815,89.811501,90.030998,46482000,-1.2252295230609604,-1.5212062007250111,57.553740210499186,1.512357428571427,133804000,-0.03241530606738558,True
2019-09-05,91.097504,92.099998,90.778999,92.036003,66216000,-0.927048049078536,-1.4023745703957162,61.69358929068058,1.5671429999999984,200020000,-0.03842256648780505,False
2019-09-06,91.911003,92.032501,91.32,91.675499,49938000,-0.7116235888463791,-1.264224374085849,57.66722918067056,1.5226074999999983,150082000,-0.0940494016024971,False
2019-09-09,92.050003,92.5,91.230499,91.567497,59990000,-0.5433496147175276,-1.1200494222121848,53.10068280439646,1.4938932142857126,90092000,-0.08741818136542151,False
2019-09-10,91.137497,91.290497,90.266998,91.027496,52278000,-0.4483960154460078,-0.9857187408589494,53.966461924372304,1.526285999999999,37814000,-0.051572524394889026,True
2019-09-11,90.607002,91.670998,90.454002,91.149498,48656000,-0.35915989048460517,-0.8604069707840806,49.87606909778624,1.5125002857142849,86470000,-0.09415578510121217,True
2019-09-12,91.8815,92.682999,91.713997,92.177498,56470000,-0.2031468593554706,-0.7289549484983586,58.695921275834955,1.5173574999999997,142940000,-0.0410232716712895,False
2019-09-13,92.100502,92.306,91.758499,91.967003,39426000,-0.09539098756648912,-0.6022421563119847,75.96364718980284,1.343357142857143,103514000,-0.0563731791661609,False
2019-09-16,91.200996,91.2845,90.010002,90.391998,73510000,-0.13552121921254923,-0.5088979688920977,60.530715354342654,1.3885357142857149,30004000,-0.07470487034323323,True
2019-09-17,90.353996,91.199501,90.205002,91.127502,39648000,-0.10674519877326816,-0.42846741486833184,65.75504417790984,1.3427141428571443,69652000,-0.02222935751339816,False
2019-09-18,90.851997,91.102997,89.775002,90.873001,50112000,-0.10328548818667116,-0.36343102953199974,63.617722116878156,1.3542856428571446,19540000,0.03435637395139508,True
2019-09-19,91.051003,91.628502,90.894997,91.074997,40630000,-0.08328420509816681,-0.30740166464523316,59.90067713977696,1.2857502857142873,60170000,0.01019256537299215,False
2019-09-20,91.085503,91.531502,89.045998,89.708,106838000,-0.1757127701416863,-0.2810638857445238,54.59406647799566,1.3376791428571448,-46668000,-0.0014218134604534875,False
2019-09-23,88.849998,89.635002,88.365997,89.264999,58446000,-0.2814649989348368,-0.2811441083825864,48.80401651673014,1.3163937142857165,-105114000,0.09776620228531781,False
2019-09-24,89.530502,89.7855,86.777496,87.080498,92320000,-0.5353739189416302,-0.3319900704943952,36.751846389847856,1.4677152142857162,-197434000,-0.01480493896079653,True
2019-09-25,87.367996,88.650002,86.150002,88.416496,69864000,-0.62162894266271,-0.3899178449280582,32.70909769610813,1.4985009285714301,-127570000,0.03674133895850504,False
