Date,Open,High,Low,Close,Volume,MACD,Signal Line,RSI,ATR,OBV,CMF,Buy,Higher
2020-01-02,55.32,55.43,54.759998,54.990002,11867700,0.4243970630362526,0.3710646751580974,65.0289639649143,0.5042866428571428,26723300,0.0889860266518339,False,False
2020-01-03,54.32,54.990002,54.09,54.689999,11354500,0.380533004227253,0.3729583409719285,57.70309417886975,0.5321437857142851,15368800,0.0479840412215745,False,False
2020-01-06,54.650002,54.91,54.52,54.669998,14698300,0.3402344965651949,0.3664135720905818,53.77643960899046,0.5092867142857135,670500,-0.0053768075509482,False,False
2020-01-07,54.450001,54.599998,54.150002,54.25,9973900,0.2712801615414761,0.3473868899807607,47.72120276869079,0.5135719285714276,-9303400,-0.0498318638817476,True,False
2020-01-08,54.27,54.639999,54.150002,54.349998,10676000,0.222141646505328,0.3223378412856742,49.08615997109132,0.5278573571428561,1372600,-0.0077128133322867,True,False
2020-01-09,55.0,55.400002,54.84,55.34,15398000,0.2600857997219563,0.3098874329729306,66.58934254231335,0.5414289999999993,16770600,0.079371848671674,True,False
2020-01-10,55.48,55.93,55.450001,55.529999,13040100,0.3020067995387165,0.3083113062860878,64.79218189753288,0.55285757142857,29810700,0.0315141830158468,True,True
2020-01-13,55.529999,56.23,55.419998,56.130001,14302900,0.3792726221924312,0.3225035694673565,64.35644985787116,0.5478576428571412,44113600,0.0895446606549376,False,True
2020-01-14,56.240002,56.290001,55.830002,56.0,16345300,0.4251158778648118,0.3430260311468476,63.26035353805708,0.5521431428571414,27768300,0.0334581642824265,True,True
2020-01-15,56.0,56.98,56.0,56.700001,17735400,0.5120288687435703,0.3768265986661921,71.58355451935319,0.5964287857142843,45503700,0.0958236793821658,True,True
2020-01-16,56.849998,56.950001,56.610001,56.82,10234100,0.5838605753438131,0.4182333940017164,70.36201859097548,0.5985715714285702,55737800,0.1095395957127374,True,True
2020-01-17,56.869999,57.150002,56.799999,56.939999,14264300,0.6430578659811061,0.4631982883975943,68.88364475492256,0.591428857142856,70002100,0.1587177411767157,True,True
2020-01-21,56.849998,57.25,56.57,57.169998,11968900,0.7004567134492845,0.5106499734079324,71.78898787980538,0.6164289999999986,81971000,0.1471295830119612,True,True
2020-01-22,57.25,57.639999,57.18,57.610001,12869600,0.772544862167102,0.5630289511597664,73.94070467357952,0.6214289999999986,94840600,0.1648651038685322,True,True
2020-01-23,57.380001,57.849998,57.240002,57.830002,12858900,0.8377701882318576,0.6179771985741846,81.0043261952059,0.6171428571428562,107699500,0.2413460460115785,False,True
2020-01-24,57.849998,57.869999,57.459999,57.68,8594300,0.8673594415506045,0.6678536471694687,83.747151526917,0.5821427142857135,99105200,0.2474146440869508,False,True
2020-01-27,57.209999,57.849998,57.130001,57.48,14359900,0.8647030509422109,0.7072235279240172,80.47721867486445,0.6057139285714283,84745300,0.2116936294259802,False,True
2020-01-28,57.450001,57.75,56.970001,57.009998,15240200,0.8152746303693448,0.7288337484130828,79.61366160744794,0.6242855714285709,69505100,0.1346562683029644,False,True
2020-01-29,57.0,57.259998,56.66,57.009998,13163600,0.7672577808564824,0.7365185549017628,79.16660270481869,0.6321427857142855,56341500,0.1328397847446737,True,False
2020-01-30,57.93,58.98,57.759998,58.860001,20225600,0.8684726505446179,0.7629093740303338,82.47226804521247,0.6978569285714278,76567100,0.1619490417890376,False,True
2020-01-31,58.970001,59.080002,58.150002,58.400002,17685200,0.901179848727125,0.7905634689696921,75.21966126251785,0.7221426428571424,58881900,0.1423135035560629,True,True
2020-02-03,58.75,58.970001,58.52,58.580002,12333600,0.9308942649814896,0.8186296281720516,73.24475157442811,0.7049995714285713,71215500,0.0953202051036755,True,True
2020-02-04,58.75,59.450001,58.619999,58.84,15417900,0.964306890081268,0.847765080553895,76.29626707822185,0.7342852857142859,86633400,0.0811487610960419,True,True
2020-02-05,58.900002,59.080002,58.540001,58.849998,11414900,0.9802931816542468,0.8742707007739654,72.82373280866281,0.7028567857142863,98048300,0.1067308554252915,True,True
2020-02-06,58.98,59.34,58.84,58.990002,9347000,0.9928150319561057,0.8979795670103935,72.93867156250057,0.7142853571428576,107395300,0.1008209465166382,True,True
2020-02-07,58.880001,59.32,58.849998,59.189999,8757800,1.0072656436517915,0.9198367823386732,73.38874421362473,0.7228567142857146,116153100,0.0730010245891568,True,True
2020-02-10,59.32,59.84,59.290001,59.75,7984900,1.051780981662354,0.9462256222034094,75.09725665796635,0.7207139285714292,124138000,0.127448235140746,False,True
2020-02-11,59.720001,59.799999,59.32,59.59,7431200,1.0619080301702084,0.9693621037967692,70.37033912516563,0.7214280714285718,116706800,0.092725042428426,False,True
2020-02-12,59.48,59.77,59.32,59.41,9179100,1.0433818370618797,0.9841660504497912,66.39000714522228,0.7099997857142861,107527700,0.0904194108225201,True,True
2020-02-13,59.380001,59.84,59.209999,59.610001,8173200,1.03293111782245,0.9939190639243232,69.81519313232457,0.7257141428571435,115700900,0.0716586135653997,True,True
2020-02-14,59.630001,60.07,59.619999,59.950001,9965500,1.0400944447109597,1.0031541400816506,74.65069382193991,0.7071428571428581,125666400,0.0810349533071134,False,True
2020-02-18,59.810001,59.93,59.450001,59.529999,10075700,1.000349376663948,1.0025931873981102,75.40322052224559,0.6871429285714298,115590700,0.0661652039168238,True,True
2020-02-19,59.509998,60.0,59.470001,59.77,6265700,0.976955464357438,0.9974656427899758,76.53846035503047,0.6821430000000005,121856400,0.0318105792556429,False,True
2020-02-20,59.68,59.860001,59.110001,59.720001,7597200,0.9435049807627962,0.98667351038454,62.647058823529456,0.5950000000000009,114259200,0.0041094428702053,True,True
2020-02-21,59.509998,60.130001,59.43,60.130001,10842400,0.9392516961144252,0.977189147530517,75.82087288929156,0.5785715000000009,125101600,-0.0010909337528141,False,True
2020-02-24,59.110001,59.799999,58.57,58.650002,14415500,0.8071530292689602,0.9431819238782058,50.752688172043015,0.6492859285714293,110686100,-0.0583513762400432,False,False
2020-02-25,58.700001,59.200001,57.619999,57.82,15915100,0.6282476118912399,0.8801950614808126,40.22989254414364,0.7000004285714293,94771000,-0.1075941961391203,False,False
2020-02-26,57.98,58.470001,57.48,57.599998,15837800,0.4633700158045215,0.7968300523455545,38.489888044363866,0.7321432857142867,78933200,-0.1000817057485928,False,False
2020-02-27,57.150002,57.889999,54.880001,54.93,23754000,0.1159205486049046,0.6606481515974246,24.497481282039946,0.9114288571428584,55179200,-0.1994094892139394,False,True
2020-02-28,53.830002,53.889999,51.580002,53.490002,40890600,-0.272490362148126,0.4740204488483145,19.02176553638084,1.117142857142858,14288600,-0.1439431927515929,True,False
2020-03-02,53.93,55.959999,53.700001,55.919998,25698600,-0.3798497667307146,0.3032464057325087,32.70098151779253,1.2471425714285729,39987200,-0.0181795248883678,True,False
2020-03-03,56.759998,57.490002,55.639999,56.060001,27099200,-0.4484661575947939,0.1529038930670482,34.02715529166018,1.3450000000000009,67086400,-0.0373420335677505,True,False
2020-03-04,56.41,59.0,56.41,58.919998,20526100,-0.2689668039117237,0.0685297536712938,48.21557876410471,1.522857071428572,87612500,0.0543336119493321,False,False
2020-03-05,57.799999,58.169998,56.189999,56.740002,17948500,-0.2991710732037731,-0.0050104117037195,40.86568975555878,1.6728569285714292,69664000,0.0206660967920345,False,True
2020-03-06,54.939999,55.91,53.98,55.259998,22353900,-0.4374890269430835,-0.0915061347515923,36.08307467354447,1.8371428571428576,47310100,0.0553179478702895,False,True
2020-03-09,52.049999,53.580002,51.48,51.860001,27898300,-0.8120969960899131,-0.2356243070192565,30.660612470242057,2.071428428571429,19411800,-0.0137238557580973,True,True
2020-03-10,53.220001,53.799999,51.169998,53.66,27457400,-0.9527489377737268,-0.3790492331701506,35.717618381308256,2.2214285714285724,46869200,0.0418970795642033,False,True
2020-03-11,52.349998,52.650002,51.139999,52.209999,22653900,-1.1677583856710283,-0.5367910636703261,33.52346503675825,2.347857214285715,24215300,0.0635262361235115,False,True
2020-03-12,48.540001,49.93,46.689999,47.16,31913100,-1.725754216523093,-0.7745836942408796,26.357992607434696,2.692142857142858,-7697800,0.0155221870777158,True,True
2020-03-13,49.509998,49.560001,46.610001,48.470001,33697200,-2.0387622182844183,-1.0274193990495872,31.32794641583365,2.791428500000001,25999400,0.0305264613649701,False,False
2020-03-16,42.240002,47.880001,41.169998,45.259998,28682300,-2.516831265609852,-1.3253017723616405,28.812407991715546,3.200000000000001,-2682900,0.0329866057422751,True,False
2020-03-17,45.880001,47.5,45.369999,47.18,32106700,-2.709542396527389,-1.6021498971947905,33.37587748102314,3.2892857857142865,29423800,0.0957137225005153,False,False
2020-03-18,44.740002,45.150002,41.59,44.849998,35408300,-3.0155180301918136,-1.884823523794195,33.74193120915686,3.473571642857143,-5984500,0.1492124995168512,False,False
2020-03-19,44.360001,44.66,41.040001,41.830002,41956900,-3.461789013487966,-2.2002166217329493,32.10558405225096,3.5064287142857147,-47941400,0.0843606975067296,False,False
2020-03-20,41.950001,42.07,37.509998,38.299999,51513500,-4.053576615631812,-2.570888620512722,23.842046569888964,3.655714785714285,-99454900,-0.00159167761098,False,False
2020-03-23,38.759998,38.889999,36.27,37.560001,44978500,-4.530064445053547,-2.9627237854208874,23.016334481699783,3.7107145,-144433400,0.0186402992260028,True,False
2020-03-24,41.220001,41.400002,38.830002,39.450001,49096200,-4.700987223716695,-3.310376473080049,20.77454756005561,3.7750003571428574,-95337200,-0.00411274832619,True,False
2020-03-25,40.630001,43.450001,39.91,41.610001,42511700,-4.609020885361986,-3.5701053555364366,27.2754600066897,3.8657147142857142,-52825500,0.0119744924308817,True,False
2020-03-26,42.84,45.27,42.450001,44.290001,37821700,-4.2706538580429125,-3.710215056037732,34.09684447385199,3.930000214285715,-15003800,0.0638168872505184,False,False
2020-03-27,43.66,44.029999,42.400002,42.810001,23297900,-4.074945744239734,-3.783161193678133,36.106848497777285,3.7950002857142855,-38301700,0.0061329392730958,True,False
2020-03-30,43.040001,45.560001,43.040001,45.0,23446000,-3.700474273376969,-3.7666238096179,36.86286567198232,3.803571642857143,-14855700,-0.012158059491079,False,False
2020-03-31,45.07,45.509998,44.060001,44.25,25373900,-3.4247433571924404,-3.698247719132808,37.66274293278894,3.7271427857142863,-40229600,-0.0183245707057393,False,False
2020-04-01,42.48,43.650002,41.799999,42.119999,21936400,-3.339601056965904,-3.626518386699428,41.41104270432128,3.5078571428571435,-62166000,-0.0706253056977004,True,False
2020-04-02,42.220001,44.189999,41.860001,43.950001,17621900,-3.088852929358602,-3.5189852952312624,42.43134780348001,3.4635712857142864,-44544100,-0.0364274390142342,False,False
2020-04-03,43.580002,44.34,43.310001,43.830002,14207100,-2.8667698102433903,-3.3885421982336883,47.32910740910665,3.015713857142857,-58751200,-0.0481949002083878,True,False
2020-04-06,45.389999,47.009998,44.689999,46.669998,22850000,-2.433550935606185,-3.197543945708188,49.07908617971631,3.0828562857142865,-35901200,0.0054397779317958,False,False
2020-04-07,48.5,48.599998,46.48,46.509998,21279600,-2.079165196951891,-2.9738681959569284,53.25235186183822,2.834999000000001,-57180800,-0.0671524584823828,True,False
2020-04-08,46.639999,48.09,46.330002,47.82,18937100,-1.6733167783828335,-2.7137579124421096,62.57874422511551,2.6885705000000013,-38243700,-0.0616149676441291,True,False
2020-04-09,48.439999,49.73,48.349998,49.0,19165300,-1.2421441794653916,-2.419435165846766,74.93010833132922,2.499284642857144,-19078400,-0.0273547089253402,False,False
2020-04-13,48.349998,48.639999,46.5,46.93,19586000,-1.0553036056187963,-2.146608853801172,70.55726066508385,2.490713285714287,-38664400,-0.0626662115415835,True,False
2020-04-14,47.939999,49.25,46.93,48.919998,21801900,-0.7381460095211025,-1.8649162849451584,70.68588519255815,2.382141785714287,-16862500,-0.0474757641006057,False,False
